^8243^;^8402;10090;10045;1927;1789;9949;11193;8249;8510;9947;11081;12750;8141;8421;14762^
^8265^;^1443;8190;8382;13379;14730;629;4665;8340;4657;13419;8139;8142;8420;1011;10035^
^8266^;^8731;8124;8258;1472;631;8265;8421;8145;8470;8124;8385;22;1811;4529;9953^
^8271^;^1476;14761;1469;8378;593;612;1740;8098;14731;12730;8426;1483;2765;1086;8480^
^8478^;^3256;1445;1085;545;23;1482;4657;1457;8170;10021;10050;8244;4134;10018;2831^
^8272^;^8414;2145;1695;1073;2694;1921;8397;8557;11192;13617;10022;10020;3992;12758;1087^
^8277^;^3212;1481;10060;8294;991;8508;8158;8271;14765;995;12752;1523;9976;10059;10015^
^8275^;^10014;1343;996;8421;2224;8380;4658;9954;1008;8509;546;10055;1123;1838;8173^
^13544^;^2215;13432;11185;2187;8136;3213;1109;1510;1920;13618;2817;2231;12760;8325;8470^
^8479^;^11181;4014;1759;1330;8539;8470;8462;1499;8304;626;8482;8540;8284;1761;9962^
^8276^;^8335;590;1023;8431;950;1451;10053;1697;8383;13375;1009;8281;13588;10054;1777^
^8270^;^11118;1898;8534;8363;2692;1443;613;1121;8642;8370;8556;997;8290;14651;11090^
^8269^;^8411;9966;8561;2768;1007;11193;8480;1081;8289;8300;8530;409;1745;8133;8339^
^8114^;^13608;2690;9966;10027;1487;12753;8420;8394;8265;8180;13387;8288;13417;1660;8729^
^8115^;^2217;8278;8462;1667;9982;10060;1096;2224;2684;8383;10010;1015;8364;11081;9956^
^8113^;^1789;1900;8459;13599;1792;8186;8176;14765;8348;14762;11208;8171;1769;8172;11189^
^13543^;^11114;8727;1487;2219;8270;14681;2144;13597;8170;1751;11032;8399;11034;13381;3649^
^8258^;^1492;8396;8410;13382;8558;8468;11075;14656;2176;8726;10037;8344;588;8507;2231^
^8256^;^8117;13472;8552;8148;9988;1818;8127;13601;1765;1884;13369;8429;8455;2845;1748^
^8645^;^14765;619;1785;10063;2830;9963;8310;1099;2188;2692;1778;9967;23;10044;3655^
^8480^;^8293;11048;10038;2176;8335;2695;8102;591;13417;10007;8505;1775;12723;1491;10003^
^8257^;^9975;8476;8523;629;1323;1021;993;8132;1081;9964;8353;8396;8644;18;8419^
^8112^;^14629;8312;13593;1140;1838;2196;1018;8367;9970;1900;8146;2192;1780;8122;20^
^8280^;^8311;3212;591;8503;13592;11031;2216;1082;11048;8143;1807;1470;9970;545;997^
^8278^;^1079;1679;8391;1331;8126;1095;1679;8103;8353;8451;13586;8450;2054;8347;9998^
^8477^;^3652;8401;13544;14680;13375;12759;1362;14714;1900;8424;13596;10088;11101;2295;13606^
^8279^;^14761;8381;9969;13380;1331;1508;2188;1339;8301;8503;13387;1927;11087;1850;1013^
^8254^;^13390;8367;8380;11026;14766;1743;8132;1079;1504;8186;10047;1094;8278;8506;10064^
^8251^;^9959;11084;11178;8265;14656;8277;3210;1744;11193;8132;11183;11193;10002;2188;13387^
^8255^;^8146;1099;10022;11185;10041;8400;9986;1806;8404;1674;8406;8150;1669;10001;1777^
^8253^;^2690;10011;1752;4474;13378;8379;8152;1694;14637;8329;8454;10034;8503;13596;1085^
^8252^;^1506;8505;2036;12760;8549;1022;551;14695;3904;1825;619;9971;8486;1747;996^
^8111^;^2205;1462;8457;8100;9979;8377;8257;2296;8315;8132;2824;13618;8527;8339;8311^
^8523^;^9999;8553;8733;2186;2139;1144;2765;11087;8189;8553;1499;11110;1752;1762;8346^
^8521^;^10060;1039;13473;8542;1764;8528;8104;2290;2629;9956;550;8483;11114;8158;9953^
^8522^;^950;8124;8370;8184;1452;8173;2198;1838;1389;1089;8728;2199;8431;8416;9986^
^8526^;^1917;2196;8486;9994;9986;1020;1107;8260;1446;592;8296;10024;8170;13586;4654^
^8528^;^8171;1746;1482;1106;8245;12758;1841;8357;1390;8340;8423;629;1143;9988;13384^
^8527^;^10029;10024;8254;10048;13616;1753;14630;8111;994;14658;8113;8549;14681;2232;9974^
^11178^;^3648;2198;998;1039;1753;13599;11076;14659;1828;1741;952;8522;1016;1787;13587^
^11180^;^8541;8173;10028;8411;1766;14760;1917;8396;2690;4613;1924;14680;8318;3226;1788^
^11179^;^1782;8418;8133;8102;8135;11117;2187;1003;2297;2826;1098;1098;8141;995;1009^
^8261^;^8151;1733;1762;1770;8416;10018;9984;8365;8483;8455;1789;8460;954;8150;8190^
^8259^;^8553;8353;12683;10027;1066;8115;10024;1065;14655;3257;4718;13378;1441;1891;14766^
^8730^;^8641;1806;1102;991;1462;12683;1927;9969;638;2196;1797;4529;1742;8472;8531^
^8481^;^1109;1333;12734;4474;620;4653;8413;1479;2693;1505;1077;1764;8109;9981;8729^
^8260^;^3992;2213;1772;10037;1782;10055;13607;1144;9968;8257;8122;13413;8549;2143;8645^
^8729^;^1756;10021;8154;2204;8266;14681;1748;1455;8470;8129;3203;11191;1478;390;9952^
^8262^;^11118;8554;8412;8397;12734;8389;8412;1080;1818;8554;2188;8549;8177;1451;2144^
^8727^;^13134;13378;8424;13432;4659;8253;1325;8359;1833;2142;1008;954;8504;2824;14658^
^8482^;^1097;11185;1679;8333;8325;8523;8152;8515;13389;1070;8559;1082;13399;8645;11087^
^8263^;^1760;4658;8310;1445;8335;1452;8284;8286;8554;8104;8491;1489;8140;11094;11192^
^8511^;^8532;12724;10035;8121;8156;11179;8178;8277;4662;1787;14714;626;1735;8248;8403^
^8248^;^1452;1671;1508;13387;4036;8295;1500;1789;8531;2819;4653;612;8490;8536;2561^
^8483^;^8103;8502;8413;8389;8460;9982;953;1521;1780;9957;13599;9969;8560;13595;8171^
^8249^;^11050;1362;617;1499;1144;1756;13592;9953;8242;1003;11116;955;4782;13399;1790^
^11182^;^1462;13601;992;3203;8117;14715;10088;1344;13595;8295;8552;8548;1013;8291;1013^
^11184^;^1797;8308;965;11184;1077;8553;956;14694;12754;10015;8286;1024;14761;11118;8410^
^11183^;^13380;1121;1504;1086;8336;8541;13389;13377;8372;11076;8527;8486;4647;1330;1773^
^11185^;^1473;11114;12751;8456;8346;8311;8253;10089;9964;8398;2219;8409;8296;1840;8494^
^8281^;^10032;13378;8114;2834;1469;11080;1509;1790;1521;8640;10035;8546;8538;11078;1457^
^8284^;^8114;997;11093;2202;14651;1099;8117;626;11192;391;1772;13380;13610;13606;3213^
^8283^;^8121;2216;8433;8374;8342;1695;8265;588;8270;8190;9961;8545;9949;8355;1126^
^8118^;^8506;8252;13432;1012;8177;2213;1016;1818;1828;2692;8555;12758;10026;13382;9955^
^8109^;^10041;3994;8156;10042;8356;1757;2189;3257;10007;8531;8405;2201;8355;9981;9983^
^8529^;^8126;11027;1848;13387;1017;8537;13390;8272;1523;2296;8558;2140;8485;8423;1092^
^8533^;^2835;1477;8474;8462;2213;9974;8408;1522;14655;1119;1924;11094;1773;4653;1069^
^8531^;^8331;8475;8728;1449;1071;8401;11177;13618;8484;1848;3220;13606;3994;14761;221^
^8530^;^10007;1752;13413;1811;2820;11103;8131;14767;2831;1360;2845;8186;1067;10063;8183^
^8532^;^10063;2217;1762;14648;1667;11184;10065;8102;8186;8156;14695;1831;1461;8308;2835^
^8534^;^14684;8311;13379;8643;11117;2294;1333;8476;1123;1769;1324;2198;10062;2199;8170^
^8535^;^8729;12753;1015;1138;965;531;2735;8358;1449;8729;8245;8405;390;13586;1776^
^8247^;^8478;8292;1086;11206;3210;2692;11034;8098;10055;8141;956;2142;1735;3786;1003^
^8245^;^8122;954;9971;8140;10029;8145;8371;13474;10041;548;8258;11090;8098;11079;3651^
^8484^;^1125;8354;13474;2223;9948;8144;2189;1672;951;2216;3255;8185;11118;991;1780^
^8246^;^11089;3220;1071;8249;13603;1503;8329;8119;1811;1836;8417;8520;1477;14684;8185^
^8513^;^13384;1464;1922;1461;1471;13372;619;2204;13411;13398;2820;546;1018;1501;1504^
^8515^;^13382;8109;9953;2138;1361;13617;1785;10046;8637;8330;1746;2835;8382;8277;8124^
^8514^;^10024;13598;8252;8638;10061;8476;1469;13474;8130;8350;1479;8266;11208;11103;1521^
^12746^;^11078;2835;1674;2833;1924;8521;1671;9969;1099;13544;8548;8347;10000;2205;1004^
^11186^;^4563;1769;1126;1085;2139;1361;14683;954;8111;8284;8111;8253;612;9949;10028^
^11188^;^2222;1105;1671;4563;8109;12729;8409;390;8182;10042;8521;2768;8290;2138;8555^
^11187^;^2224;1343;1848;1344;3653;1811;613;996;13418;12751;11179;2036;9952;14681;9956^
^11189^;^8256;9965;8538;1841;14651;1519;8432;9991;8128;2695;3216;1078;13586;8247;2827^
^8490^;^10059;13375;8493;9967;13370;9977;1521;1486;13443;955;1495;1125;8344;8294;550^
^8489^;^8271;1091;1489;8249;8256;965;13608;1362;591;1098;8138;1454;1772;1838;8154^
^11181^;^965;10030;1803;3258;8278;11201;11101;12750;11082;14640;10053;1336;2232;590;1759^
^8286^;^8255;13609;1741;11083;1924;8373;8641;1066;10039;11201;13399;14629;8388;8137;593^
^8728^;^11034;8106;1844;1140;13543;3655;9991;14653;8456;8380;8427;8118;13134;10041;13382^
^8110^;^8187;1914;1848;1739;1763;8258;9947;1015;2204;13593;3226;2203;11062;8491;8474^
^8285^;^8172;1470;8307;9996;13388;4529;1390;8468;1821;8261;13597;3256;8291;9997;10029^
^8486^;^8157;11101;14659;1473;10064;591;14683;8410;1828;10004;14645;1776;8180;9994;591^
^8488^;^8307;1500;8426;11027;8329;2230;4529;13399;8141;2827;8374;14690;8147;9976;8252^
^8487^;^13134;8150;8126;2139;1073;1778;1752;3904;12730;12760;1326;2845;8312;1461;10026^
^8290^;^8103;3653;3212;8637;1675;1139;2817;14660;11180;1768;9959;8511;11104;14715;10003^
^8288^;^1844;11084;1124;1039;1784;1790;4647;8389;9977;614;10005;10033;8243;2817;8390^
^8485^;^8142;547;8360;8352;8394;626;1767;1750;9992;1014;8515;2694;8473;10038;1741^
^8289^;^10087;1675;13606;9979;8370;13609;13404;1802;9970;8171;1917;1139;8262;2204;8280^
^12723^;^13386;8256;9970;4653;8254;14680;11185;8141;10000;1123;2684;8359;8136;8529;8531^
^12724^;^8460;13419;8278;11179;8133;8340;8320;9959;11095;1503;10088;8145;2038;2684;23^
^2196^;^2190;8461;9988;8374;10048;2297;8131;9967;1848;1079;11091;8541;8337;13608;8393^
^2199^;^1142;8376;8107;8433;14684;9994;13474;14648;2827;14760;3649;8534;10088;1735;1500^
^2197^;^8135;574;9962;3903;8407;4782;14762;1787;1085;1094;1122;8251;10046;3216;8288^
^612^;^2822;2202;1019;1499;8336;8533;8290;1807;1332;11201;8382;8472;1789;11204;1803^
^2198^;^11062;10055;14640;1021;1100;2697;1797;8328;8120;3903;11193;1451;9968;10046;8149^
^2219^;^1827;8356;8432;10043;8377;8106;8487;1806;8109;12724;1762;1848;8112;1828;8479^
^2216^;^8553;8482;10063;950;1474;2295;1462;10042;594;1333;11084;4654;1846;8498;1747^
^2218^;^8262;1332;11064;14661;14659;1750;14643;1074;1791;2825;11114;8110;8407;1080;1498^
^613^;^9955;1747;9967;8284;8482;1484;8153;1065;1481;10038;1483;532;9986;8430;12734^
^2217^;^14681;8359;1011;9997;8414;1000;8177;9975;8515;13388;8245;1749;1477;1017;10048^
^2212^;^8105;8453;8490;1483;1789;8366;13605;3648;8311;4036;2054;11091;10001;1088;8531^
^2215^;^8340;1449;14641;8275;8421;8555;12749;10017;11177;13398;1807;8730;9991;8360;8338^
^2213^;^9971;8314;10090;1765;8495;1755;10062;1141;13443;626;545;1074;8430;1891;1760^
^627^;^10011;13586;2215;547;10037;8473;11116;1451;8245;1082;1344;9994;8296;8325;9972^
^2214^;^8100;8334;1448;8322;8296;614;13374;8125;1458;8113;8298;9998;2819;8113;8540^
^2224^;^4658;10090;13585;4653;1848;2231;3992;1089;8532;10031;8312;8183;4563;1361;1100^
^2221^;^1840;8338;1773;13618;1838;2144;2196;1495;952;1802;1690;1143;13524;1770;1451^
^2223^;^8409;8535;1847;8153;8271;8269;9971;8132;3226;8344;2682;1846;8411;1822;991^
^638^;^10021;390;1099;13606;8258;1325;11119;8300;8158;10049;8550;11078;1777;2830;1768^
^2222^;^8497;2843;1785;1490;1467;3649;2561;1323;1011;13605;1490;592;8535;8171;8365^
^2201^;^10007;10061;1448;8431;8409;13369;2295;3255;4529;3256;14714;11048;13382;11048;631^
^2205^;^8407;8368;1484;1506;8255;1005;1085;10062;8291;10062;3254;8548;8508;11061;10046^
^2203^;^8362;10031;1754;9999;8185;1500;13473;1853;8561;9962;13443;9962;12734;3226;2223^
^2202^;^1094;11032;1441;1740;1850;8391;8528;2216;1080;1461;2232;1097;8339;2202;14651^
^2204^;^8488;1775;8639;12734;11075;8144;8433;8492;8346;8534;8406;12754;1068;8348;9956^
^2189^;^1509;1667;994;1119;1478;8340;1326;1697;1892;13524;10051;8333;589;8357;8381^
^2186^;^8492;13606;547;8121;13379;8112;8486;8121;8418;1895;11116;1902;13602;2217;1100^
^2188^;^8144;2843;9967;8372;8149;13607;8124;10062;8331;12724;14651;1802;2825;8399;10049^
^629^;^10022;13592;8392;1833;8383;1506;1760;13409;1772;10025;1003;8386;10043;8283;10052^
^2187^;^8290;2230;21;14658;1762;1332;13380;1757;9979;612;13604;1340;1003;30;1456^
^2230^;^8357;951;11034;8484;4782;1679;8385;955;4014;8353;10042;20;1740;8365;1738^
^2233^;^10010;1323;11181;9997;8561;10039;8510;8511;8561;1750;8137;8156;8142;8501;8638^
^2231^;^9953;998;9966;8183;8382;8428;10007;13390;8372;11185;1917;1766;8135;1482;9952^
^631^;^8474;8252;1667;8347;10005;2827;586;8357;1744;11181;1455;8397;2201;1006;10030^
^2232^;^8460;9993;8330;2828;11113;1456;11036;1786;8115;10034;9992;1895;10022;1902;2232^
^2295^;^8111;1342;9995;9946;13604;2142;10057;1690;2232;1758;391;8490;10027;8327;8265^
^2190^;^8350;1929;13473;8421;1841;8146;1076;2230;8169;2189;9948;10029;8408;1794;1066^
^2193^;^8248;2817;1510;1175;2191;13616;8419;1811;11119;1489;8109;8428;546;1331;1003^
^2191^;^1139;13373;12734;8503;10027;1742;1810;8554;8420;11033;1340;1003;594;3258;8120^
^628^;^8143;3212;2233;9961;10047;1071;1175;8266;13590;951;965;11081;1069;3654;8324^
^2192^;^13369;9955;1499;3994;13377;8242;1362;1005;8115;1695;8378;13384;8145;10021;3257^
^2294^;^12754;4529;2297;9969;10058;13370;8144;3650;4014;8557;2145;11192;20;8556;9959^
^2297^;^1343;11192;8132;8394;2217;3655;2140;8100;12746;10047;13406;952;1523;1008;1753^
^2296^;^12749;11078;11101;1022;10088;1336;1746;8462;9986;8290;1840;1070;8390;1671;11077^
^2290^;^8309;2199;13585;9974;4036;10060;12751;8284;1334;8493;11035;10031;2140;1521;8283^
^2819^;^3220;11062;1086;8489;551;8565;4134;8318;10086;8341;1011;1014;8308;1006;8507^
^2822^;^1098;3258;1743;11090;13377;1336;11078;11090;8730;1897;547;10006;13600;3654;4838^
^2820^;^14694;1522;2820;8359;8523;8411;11179;10022;13472;8316;10043;4666;8357;8509;2727^
^2817^;^4782;2215;8296;2825;8639;8372;1740;1772;993;13598;2036;9996;13596;8247;1749^
^2821^;^8190;9979;11201;1790;14765;8128;8322;11061;8387;10006;13616;11032;1464;2222;2693^
^2843^;^1490;8726;2212;8154;9949;10011;8099;12683;1089;950;8331;8322;589;8109;1778^
^2844^;^9962;638;10016;13588;10042;8474;13384;1671;1009;11076;8152;8500;1466;13598;4648^
^2825^;^8528;8110;1102;1825;1900;8304;1362;14714;9951;11103;8382;8151;2222;10000;1323^
^2826^;^13406;8384;8642;1443;1078;11112;12753;8145;8102;1847;2143;1739;8172;13418;14690^
^2830^;^2844;8404;8394;1465;8561;10065;4838;8535;1139;8542;8290;13406;9993;8290;13474^
^2831^;^516;8098;11201;1484;8383;2196;1735;619;9978;10058;2843;11049;12754;594;1679^
^2834^;^1469;11183;10086;9955;8311;8263;9987;1754;14629;1483;8158;12754;2767;2205;626^
^2835^;^2820;11101;8494;10041;8281;10086;1674;11104;14643;4657;11119;8136;652;1749;13411^
^2823^;^14684;3649;13443;1671;13432;8505;627;8359;2199;1755;8432;552;1018;13443;8288^
^2827^;^8477;14629;10064;1459;1758;991;588;8394;8403;10046;531;8316;8138;1671;10064^
^2824^;^10008;14763;8404;1465;9955;14694;11064;9991;8475;3255;11179;1755;8540;14660;1077^
^8320^;^2830;1787;1772;1671;1846;4662;1122;409;1074;1774;1769;9967;8466;9959;1484^
^8502^;^11193;8506;8307;9980;620;10092;8143;8129;10030;11036;11060;13596;8332;8399;8170^
^8454^;^1900;13592;14755;14683;3651;8178;612;13616;8125;8483;1010;1018;8409;9964;8472^
^8508^;^11080;14760;2215;574;1443;8416;8249;8727;998;8246;8152;991;14715;999;8552^
^8455^;^4662;13406;1024;2694;18;9998;13544;1919;14683;1810;4658;1068;2823;8132;11076^
^8458^;^1095;8341;3253;8494;4134;8171;8455;1508;652;11189;1470;2843;8428;1752;1776^
^8456^;^8259;8456;8173;2037;12734;1499;10044;11110;391;8152;8424;8359;9995;11027;8403^
^8507^;^8185;8500;1138;1097;8187;8355;11114;8295;9967;2820;1464;14660;10007;13603;1096^
^8457^;^163;3651;1016;1100;1690;1039;1020;1695;1465;1743;1143;2196;8478;13377;8309^
^8433^;^8330;8293;8247;3256;1764;8407;3992;1504;1790;11060;13593;1802;10042;1697;2692^
^8450^;^8473;10057;8540;8545;8533;13409;955;1505;8540;14645;2193;1777;11102;14683;11191^
^8453^;^10052;1822;2138;8323;8476;8303;14695;14653;1674;1787;2140;2682;547;8124;13474^
^8451^;^8332;11025;10001;12751;10010;2560;14643;8470;8531;1014;2191;8355;2232;1803;1735^
^8428^;^13586;8549;1825;13601;1924;10030;2219;631;1015;8503;8427;1498;1089;8485;1144^
^8427^;^8326;1492;1069;14680;8347;8403;1735;8257;950;4662;8560;11036;1066;1767;14761^
^8425^;^1469;13601;8138;8385;8539;10064;14659;8412;1458;8382;8111;1760;1445;10015;2685^
^8509^;^8638;4014;8128;8140;2820;1660;8453;547;1124;14660;13411;1473;1070;8643;1509^
^8426^;^1750;12752;1389;2144;8248;8422;8537;11090;993;8305;1447;1470;9959;10027;8477^
^8318^;^8537;13418;8726;8466;2189;8106;8522;8146;8254;1013;627;13605;9986;13543;2037^
^8506^;^627;1484;548;14766;8460;8536;10014;8397;1444;8555;8115;8540;8429;1790;11188^
^8431^;^1519;2221;1450;10017;1076;8514;8521;1071;1455;1445;1917;1077;1821;8539;2145^
^8432^;^1074;629;11079;8132;11117;1009;8272;13591;13608;2198;2684;1897;9960;8323;4718^
^8732^;^1122;14640;2216;13432;1778;8245;8418;4657;9985;8328;996;8269;1479;11182;1088^
^8322^;^1324;1491;590;1449;1814;1757;8137;8112;8272;8121;8363;8367;8510;12758;1324^
^8505^;^1733;8133;619;4529;8330;8563;1765;8307;1669;994;8259;13419;8300;8151;1067^
^8323^;^8497;11095;10023;8122;1011;11085;8638;8125;10043;1485;8642;8503;1506;1902;10089^
^8726^;^8246;12752;1522;1671;8363;2189;11084;10061;1503;2697;10041;8318;3253;2765;8158^
^8314^;^9962;8142;1767;1110;12748;11078;2629;1123;8491;2684;10014;2232;14695;8396;574^
^8510^;^1448;8336;9981;10061;1752;13607;4529;8503;4657;8473;14660;1451;8245;13608;1442^
^8315^;^1789;10056;550;1105;8468;8309;8527;1504;8277;4134;13604;14683;638;8565;10017^
^8418^;^9962;8555;12758;2696;8330;14681;1450;1737;1771;8550;8361;1784;11182;1770;11180^
^8416^;^8259;1764;991;10037;9975;8480;1697;8276;9993;626;8422;11060;10040;1142;8432^
^8419^;^1838;11079;1122;8179;1771;13591;1091;8534;586;8411;8515;8364;1744;8103;11117^
^8417^;^8119;9988;1884;8498;9991;2224;8259;8483;1509;13594;13384;13387;8538;1838;1089^
^8734^;^631;14660;10029;3649;8728;8137;11101;1013;1144;8389;11102;9955;1667;13413;1105^
^8415^;^11176;8280;8561;1091;1462;8491;8530;1457;1334;3653;9952;13387;8283;13593;2693^
^8316^;^2735;2297;1784;4782;1089;4658;1802;1767;2290;8187;1006;8418;8535;3653;1483^
^8413^;^1788;9959;4134;13543;11078;2054;12753;8469;8506;4474;1126;11112;1121;12753;1802^
^8414^;^9947;8644;1480;1325;9964;11087;13591;11180;8396;1326;14636;8247;8556;8460;13612^
^8422^;^10018;8415;8121;10058;2696;10054;1508;8539;8500;10053;3651;1126;10035;2197;10000^
^8420^;^548;9964;13593;1814;1461;1459;1788;13596;2727;8364;8152;8355;10000;14763;10060^
^8423^;^1474;8347;8346;8127;8507;8331;8389;2233;8171;2690;532;8101;612;1495;8480^
^8421^;^13373;8332;8324;8353;1902;9955;9980;8182;8514;8503;8733;1746;8459;8113;1763^
^8733^;^13382;8421;8187;8292;1008;13585;8298;1081;13385;8100;12724;1461;8388;1008;1141^
^8462^;^1740;954;10011;13377;8411;8309;1011;8489;8450;9953;8360;1669;8290;9951;1071^
^11208^;^8187;8515;4613;13378;1814;2219;2036;8254;955;1010;13385;10055;201;13432;1078^
^8731^;^8416;8307;8552;964;1505;1008;390;8320;14651;1014;1003;10035;11177;8257;8261^
^8412^;^8473;13609;1739;1459;8324;8536;8298;638;1465;10011;8121;8285;13377;1751;2136^
^8411^;^2685;9980;13585;8401;8119;14629;8272;1003;8492;590;8503;12683;4647;8374;8544^
^8459^;^3224;10030;1811;2231;4666;1334;8559;1784;4662;8327;4474;8521;1921;1077;10043^
^8460^;^1069;8555;2215;8479;9946;11078;8528;1891;629;1336;9989;13377;8124;9977;1510^
^8461^;^8380;1120;3650;2822;8294;2144;1096;3212;11189;11048;1039;1841;1742;1390;9987^
^8550^;^13602;8555;12750;1079;9963;1491;8388;11201;11114;13587;8147;1143;3648;1443;12734^
^8549^;^8387;1840;8352;8462;14662;8396;1818;14630;616;14761;8377;8102;1471;8459;8413^
^8539^;^11115;8359;8107;9970;547;11189;1013;11064;8426;8364;1361;8170;1766;1447;8480^
^8537^;^10042;1735;12750;8539;11079;590;8190;8117;1122;11083;9994;2189;8284;1501;1769^
^8536^;^10090;8385;1841;13599;8135;3224;8384;1846;1123;10052;8347;8482;1509;8428;10039^
^8538^;^2683;1004;1821;8495;11048;13616;8411;13432;1098;1774;2176;11091;1077;10060;1814^
^8547^;^10026;8547;2197;8643;1020;628;2038;3210;8365;8248;11025;10086;8187;1745;1456^
^8548^;^1818;9972;10002;9975;3211;8152;8502;9977;3253;8362;1456;8732;8733;8411;1765^
^8540^;^221;1465;9964;8563;620;8363;8270;8475;8336;9946;8285;8381;12758;14767;4659^
^8541^;^8249;8539;1522;1464;14660;9956;8376;11075;1122;1791;8477;1891;2828;1065;8105^
^8544^;^1441;549;2820;3203;1775;9962;8359;8242;8344;9978;3203;8727;1504;1069;9963^
^8542^;^11080;10062;11204;8563;1465;4659;8177;10041;14764;1450;1362;1831;8348;1504;1088^
^8543^;^2765;8372;8426;1739;995;8293;8290;8732;8347;4474;1106;12734;9970;548;8186^
^8545^;^1747;11093;8388;1900;1757;2830;14652;10065;1519;1340;1451;8265;13418;1746;9971^
^8546^;^2834;11189;1082;8148;20;10051;9954;8243;11103;8526;10039;8553;8375;8260;8340^
^8552^;^390;14680;3256;1779;8480;1441;1752;1079;1892;8170;1924;1443;11089;2827;1441^
^8553^;^11114;14680;14684;1073;11034;1816;13606;8472;13384;1775;1694;10065;8310;11120;8453^
^8554^;^8179;8538;1895;8536;11032;11076;1486;1336;8412;2844;8537;1831;1831;11178;8171^
^8555^;^9967;10043;13387;8322;11083;14761;9963;8248;1504;11117;1917;13388;14761;2684;11087^
^8556^;^954;11187;1762;11114;2692;8498;1080;10018;1005;1454;10050;11079;11061;12754;8333^
^8557^;^619;8122;9955;10056;201;1453;3654;14690;11102;3994;965;2629;14656;10056;8358^
^8558^;^3609;8400;1143;590;10056;8410;1097;13390;13388;2144;11087;1787;8728;10003;2217^
^8559^;^21;8136;8538;1344;8277;8364;8459;1330;8420;1070;2205;1919;8099;1066;2845^
^8562^;^2824;953;1461;13597;10053;14645;14653;8322;8489;1325;1140;8114;1471;8259;1750^
^8560^;^12748;8729;8389;8400;1473;1097;2296;9993;409;2186;9984;1919;10054;996;10030^
^8561^;^8488;1771;8459;4036;8278;1785;8368;10018;3224;8337;8527;1455;11187;8315;8172^
^8300^;^2560;1742;1508;982;8256;8371;1768;2138;8180;8407;13380;1326;11026;3992;13387^
^8303^;^13601;8155;9955;10059;8187;1106;8251;8135;13387;8316;8541;8310;1010;8154;8511^
^8301^;^30;8370;1144;1330;1326;1755;1844;1521;13596;1082;8488;20;8343;1509;1074^
^8491^;^1690;1481;1124;8422;13592;8514;1138;1781;1694;10036;13617;8172;2036;8109;1331^
^8492^;^1760;3904;1361;1007;8342;8401;11035;14662;8260;3213;1445;1007;11090;21;10064^
^8494^;^8122;1766;8329;1501;638;8429;1088;13382;14730;1095;8534;13604;4529;11112;10045^
^8304^;^8560;10039;2196;8130;1471;13377;2824;8508;8299;1088;1360;8419;11082;8336;8492^
^8565^;^14655;3224;8636;13593;1014;1074;2826;1097;10006;8343;2230;1774;8330;1506;11033^
^8305^;^11193;1898;8338;3257;12683;2695;9959;8254;10057;8322;13381;8555;1069;1331;8271^
^8308^;^2821;11192;11192;11082;2697;8455;1833;1095;1021;8320;11180;1831;1453;8260;594^
^8307^;^547;4563;1073;1487;1787;13524;13377;1342;11118;1087;8727;8457;1922;8343;8374^
^8504^;^8246;8253;1014;8433;8358;1779;8522;1807;8286;13585;1124;12729;1002;8546;8426^
